drug_1_rxnorn_id,drug_1_concept_name,drug_2_rxnorm_id,drug_2_concept_name,condition_meddra_id,condition_concept_name,A,B,C,D,PRR,PRR_error,mean_reporting_frequency
8745,Promethazine,4450,Fluconazole,10054126,Post procedural discomfort,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10064882,Procedural pain,3,691,9,6931,3.33333,0.665477,0.00432277
8745,Promethazine,4450,Fluconazole,10043224,Tenderness,7,687,13,6927,5.38462,0.467114,0.0100865
8745,Promethazine,4450,Fluconazole,10069227,Product taste abnormal,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10069327,Product quality issue,5,689,69,6871,0.724638,0.461419,0.00720461
8745,Promethazine,4450,Fluconazole,10069326,Product substitution issue,1,693,21,6919,0.47619,1.02276,0.00144092
8745,Promethazine,4450,Fluconazole,10013710,Drug interaction,9,685,71,6869,1.26761,0.351583,0.0129683
8745,Promethazine,4450,Fluconazole,10061623,Adverse drug reaction,2,692,14,6926,1.42857,0.75488,0.00288184
8745,Promethazine,4450,Fluconazole,10060933,Adverse event,3,691,32,6908,0.9375,0.602493,0.00432277
8745,Promethazine,4450,Fluconazole,10013678,Drug effect decreased,2,692,32,6908,0.625,0.727781,0.00288184
8745,Promethazine,4450,Fluconazole,10013683,Drug effect increased,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10013709,Drug ineffective,22,672,331,6609,0.664653,0.216543,0.0317003
8745,Promethazine,4450,Fluconazole,10061822,Drug intolerance,3,691,12,6928,2.5,0.644268,0.00432277
8745,Promethazine,4450,Fluconazole,10063670,No therapeutic response,3,691,16,6924,1.875,0.627892,0.00432277
8745,Promethazine,4450,Fluconazole,10043414,Therapeutic response decreased,3,691,16,6924,1.875,0.627892,0.00432277
8745,Promethazine,4450,Fluconazole,10043417,Therapeutic response unexpected,1,693,17,6923,0.588235,1.02822,0.00144092
8745,Promethazine,4450,Fluconazole,10066901,Treatment failure,1,693,7,6933,1.42857,1.0683,0.00144092
8745,Promethazine,4450,Fluconazole,10013754,Drug withdrawal syndrome,3,691,33,6907,0.909091,0.601707,0.00432277
8745,Promethazine,4450,Fluconazole,10016642,Fibrosis,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10021519,Impaired healing,8,686,14,6926,5.71429,0.441411,0.0115274
8745,Promethazine,4450,Fluconazole,10011732,Cyst,3,691,5,6935,6.0,0.729211,0.00432277
8745,Promethazine,4450,Fluconazole,10026865,Mass,3,691,9,6931,3.33333,0.665477,0.00432277
8745,Promethazine,4450,Fluconazole,10054107,Nodule,1,693,4,6936,2.5,1.11732,0.00144092
8745,Promethazine,4450,Fluconazole,10028851,Necrosis,1,693,4,6936,2.5,1.11732,0.00144092
8745,Promethazine,4450,Fluconazole,10003694,Atrophy,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10045285,Ulcer,1,693,6,6934,1.66667,1.07939,0.00144092
8745,Promethazine,4450,Fluconazole,10051082,Therapy non-responder,2,692,5,6935,4.0,0.835712,0.00288184
8745,Promethazine,4450,Fluconazole,10004663,Biliary colic,4,690,1,6939,40.0,1.11732,0.00576369
8745,Promethazine,4450,Fluconazole,10008604,Cholangitis,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10056375,Bile duct obstruction,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10004637,Bile duct stone,2,692,4,6936,5.0,0.86511,0.00288184
8745,Promethazine,4450,Fluconazole,10061008,Biliary tract disorder,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10008612,Cholecystitis,17,677,7,6933,24.2857,0.447321,0.0244957
8745,Promethazine,4450,Fluconazole,10008614,Cholecystitis acute,10,684,3,6937,33.3333,0.657076,0.0144092
8745,Promethazine,4450,Fluconazole,10008617,Cholecystitis chronic,44,650,12,6928,36.6667,0.323227,0.0634006
8745,Promethazine,4450,Fluconazole,10008629,Cholelithiasis,43,651,18,6922,23.8889,0.277896,0.0619597
8745,Promethazine,4450,Fluconazole,10056529,Biliary dyskinesia,19,675,5,6935,38.0,0.501045,0.0273775
8745,Promethazine,4450,Fluconazole,10017624,Gallbladder cholesterolosis,5,689,2,6938,25.0,0.835712,0.00720461
8745,Promethazine,4450,Fluconazole,10017626,Gallbladder disorder,34,660,16,6924,21.25,0.300544,0.0489914
8745,Promethazine,4450,Fluconazole,10017642,Gallbladder injury,9,685,3,6937,30.0,0.665477,0.0129683
8745,Promethazine,4450,Fluconazole,10017638,Gallbladder pain,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10008635,Cholestasis,3,691,6,6934,5.0,0.705985,0.00432277
8745,Promethazine,4450,Fluconazole,10061998,Hepatic lesion,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10024670,Liver disorder,2,692,15,6925,1.33333,0.751719,0.00288184
8745,Promethazine,4450,Fluconazole,10067125,Liver injury,2,692,4,6936,5.0,0.86511,0.00288184
8745,Promethazine,4450,Fluconazole,10019670,Hepatic function abnormal,7,687,12,6928,5.83333,0.473926,0.0100865
8745,Promethazine,4450,Fluconazole,10020942,Hypoalbuminaemia,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10000804,Acute hepatic failure,3,691,6,6934,5.0,0.705985,0.00432277
8745,Promethazine,4450,Fluconazole,10019663,Hepatic failure,10,684,18,6922,5.55556,0.392391,0.0144092
8745,Promethazine,4450,Fluconazole,10019845,Hepatorenal failure,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10019641,Hepatic cirrhosis,2,692,3,6937,6.66667,0.912002,0.00288184
8745,Promethazine,4450,Fluconazole,10019668,Hepatic fibrosis,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10024652,Liver abscess,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10036206,Portal vein thrombosis,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10047216,Venoocclusive liver disease,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10019744,Hepatitis C,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10019842,Hepatomegaly,2,692,3,6937,6.66667,0.912002,0.00288184
8745,Promethazine,4450,Fluconazole,10003827,Autoimmune hepatitis,1,693,4,6936,2.5,1.11732,0.00144092
8745,Promethazine,4450,Fluconazole,10019692,Hepatic necrosis,1,693,5,6935,2.0,1.09472,0.00144092
8745,Promethazine,4450,Fluconazole,10019708,Hepatic steatosis,14,680,7,6933,20.0,0.461195,0.0201729
8745,Promethazine,4450,Fluconazole,10019717,Hepatitis,3,691,12,6928,2.5,0.644268,0.00432277
8745,Promethazine,4450,Fluconazole,10019772,Hepatitis fulminant,2,692,3,6937,6.66667,0.912002,0.00288184
8745,Promethazine,4450,Fluconazole,10019695,Hepatic neoplasm,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10027457,Metastases to liver,1,693,5,6935,2.0,1.09472,0.00144092
8745,Promethazine,4450,Fluconazole,10003553,Asthma,15,679,26,6914,5.76923,0.321781,0.0216138
8745,Promethazine,4450,Fluconazole,10006482,Bronchospasm,3,691,7,6933,4.28571,0.688916,0.00432277
8745,Promethazine,4450,Fluconazole,10015226,Erythema nodosum,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10020751,Hypersensitivity,11,683,63,6877,1.74603,0.324341,0.0158501
8745,Promethazine,4450,Fluconazole,10028164,Multiple allergies,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10040400,Serum sickness,3,691,1,6939,30.0,1.15401,0.00432277
8745,Promethazine,4450,Fluconazole,10042033,Stevens-Johnson syndrome,5,689,20,6920,2.5,0.498412,0.00720461
8745,Promethazine,4450,Fluconazole,10053613,Type IV hypersensitivity reaction,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10012442,Dermatitis contact,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10012455,Dermatitis exfoliative,1,693,5,6935,2.0,1.09472,0.00144092
8745,Promethazine,4450,Fluconazole,10013687,Drug eruption,2,692,11,6929,1.81818,0.767674,0.00288184
8745,Promethazine,4450,Fluconazole,10013700,Drug hypersensitivity,11,683,39,6901,2.82051,0.339065,0.0158501
8745,Promethazine,4450,Fluconazole,10064787,Reaction to drug excipients,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10038192,Red man syndrome,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10044223,Toxic epidermal necrolysis,3,691,12,6928,2.5,0.644268,0.00432277
8745,Promethazine,4450,Fluconazole,10002198,Anaphylactic reaction,4,690,19,6921,2.10526,0.548677,0.00576369
8745,Promethazine,4450,Fluconazole,10002424,Angioedema,3,691,15,6925,2.0,0.631201,0.00432277
8745,Promethazine,4450,Fluconazole,10012438,Dermatitis atopic,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10048908,Seasonal allergy,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10046735,Urticaria,5,689,61,6879,0.819672,0.463474,0.00720461
8745,Promethazine,4450,Fluconazole,10061664,Autoimmune disorder,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10018767,Guillain-Barre syndrome,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10025140,Lupus nephritis,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10042945,Systemic lupus erythematosus,3,691,10,6930,3.0,0.657076,0.00432277
8745,Promethazine,4450,Fluconazole,10036099,Polymyalgia rheumatica,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10039073,Rheumatoid arthritis,5,689,20,6920,2.5,0.498412,0.00720461
8745,Promethazine,4450,Fluconazole,10002022,Amyloidosis,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10018364,Glomerulonephritis,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10021425,Immune system disorder,1,693,5,6935,2.0,1.09472,0.00144092
8745,Promethazine,4450,Fluconazole,10018651,Graft versus host disease,1,693,6,6934,1.66667,1.07939,0.00144092
8745,Promethazine,4450,Fluconazole,10023439,Kidney transplant rejection,2,692,3,6937,6.66667,0.912002,0.00288184
8745,Promethazine,4450,Fluconazole,10044439,Transplant rejection,3,691,2,6938,15.0,0.912002,0.00432277
8745,Promethazine,4450,Fluconazole,10047115,Vasculitis,5,689,9,6931,5.55556,0.556351,0.00720461
8745,Promethazine,4450,Fluconazole,10061598,Immunodeficiency,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10062016,Immunosuppression,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10036376,Post herpetic neuralgia,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10051894,Acinetobacter infection,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10060945,Bacterial infection,6,688,4,6936,15.0,0.644268,0.00864553
8745,Promethazine,4450,Fluconazole,10007882,Cellulitis,18,676,19,6921,9.47368,0.3265,0.0259366
8745,Promethazine,4450,Fluconazole,10017711,Gangrene,2,692,3,6937,6.66667,0.912002,0.00288184
8745,Promethazine,4450,Fluconazole,10054138,Stenotrophomonas infection,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10062167,Vaginitis bacterial,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10061043,Clostridial infection,3,691,3,6937,10.0,0.815525,0.00432277
8745,Promethazine,4450,Fluconazole,10061124,Enterococcal infection,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10061126,Escherichia infection,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10054263,Helicobacter infection,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10058856,Klebsiella bacteraemia,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10061259,Klebsiella infection,3,691,2,6938,15.0,0.912002,0.00432277
8745,Promethazine,4450,Fluconazole,10061471,Pseudomonas infection,7,687,6,6934,11.6667,0.554922,0.0100865
8745,Promethazine,4450,Fluconazole,10007921,Cellulitis staphylococcal,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10051017,Staphylococcal bacteraemia,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10058080,Staphylococcal infection,17,677,15,6925,11.3333,0.352002,0.0244957
8745,Promethazine,4450,Fluconazole,10056430,Staphylococcal sepsis,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10059442,Wound infection staphylococcal,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10054265,Alpha haemolytic streptococcal infection,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10048960,Streptococcal sepsis,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10006473,Bronchopulmonary aspergillosis,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10007152,Candidiasis,9,685,6,6934,15.0,0.52554,0.0129683
8745,Promethazine,4450,Fluconazole,10054152,Skin candida,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10017533,Fungal infection,5,689,13,6927,3.84615,0.524727,0.00720461
8745,Promethazine,4450,Fluconazole,10064899,Vulvovaginal mycotic infection,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10064108,Pneumocystis jiroveci pneumonia,1,693,7,6933,1.42857,1.0683,0.00144092
8745,Promethazine,4450,Fluconazole,10031252,Osteomyelitis,13,681,9,6931,14.4444,0.431798,0.018732
8745,Promethazine,4450,Fluconazole,10006105,Brain abscess,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10027199,Meningitis,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10046914,Vaginal infection,5,689,4,6936,12.5,0.669638,0.00720461
8745,Promethazine,4450,Fluconazole,10000269,Abscess,7,687,5,6935,14.0,0.584185,0.0100865
8745,Promethazine,4450,Fluconazole,10050473,Abscess limb,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10064687,Device related infection,7,687,2,6938,35.0,0.800795,0.0100865
8745,Promethazine,4450,Fluconazole,10014568,Empyema,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10021789,Infection,7,687,37,6903,1.89189,0.410243,0.0100865
8745,Promethazine,4450,Fluconazole,10024774,Localised infection,5,689,2,6938,25.0,0.835712,0.00720461
8745,Promethazine,4450,Fluconazole,10030901,Opportunistic infection,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10034133,Pathogen resistance,1,693,4,6936,2.5,1.11732,0.00144092
8745,Promethazine,4450,Fluconazole,10036410,Postoperative wound infection,2,692,3,6937,6.66667,0.912002,0.00288184
8745,Promethazine,4450,Fluconazole,10061926,Purulence,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10062352,Respiratory tract infection,1,693,14,6926,0.714286,1.03433,0.00144092
8745,Promethazine,4450,Fluconazole,10048038,Wound infection,3,691,6,6934,5.0,0.705985,0.00432277
8745,Promethazine,4450,Fluconazole,10006445,Bronchiectasis,2,692,3,6937,6.66667,0.912002,0.00288184
8745,Promethazine,4450,Fluconazole,10006451,Bronchitis,24,670,30,6910,8.0,0.270952,0.0345821
8745,Promethazine,4450,Fluconazole,10006469,Bronchopneumonia,1,693,5,6935,2.0,1.09472,0.00144092
8745,Promethazine,4450,Fluconazole,10024738,Lobar pneumonia,2,692,3,6937,6.66667,0.912002,0.00288184
8745,Promethazine,4450,Fluconazole,10061229,Lung infection,2,692,8,6932,2.5,0.789566,0.00288184
8745,Promethazine,4450,Fluconazole,10035664,Pneumonia,39,655,109,6831,3.57798,0.182292,0.056196
8745,Promethazine,4450,Fluconazole,10028885,Necrotising fasciitis,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10003997,Bacteraemia,4,690,4,6936,10.0,0.705985,0.00576369
8745,Promethazine,4450,Fluconazole,10040047,Sepsis,24,670,44,6896,5.45455,0.250617,0.0345821
8745,Promethazine,4450,Fluconazole,10040070,Septic shock,7,687,15,6925,4.66667,0.456003,0.0100865
8745,Promethazine,4450,Fluconazole,10017553,Furuncle,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10034016,Paronychia,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10042343,Subcutaneous abscess,3,691,2,6938,15.0,0.912002,0.00432277
8745,Promethazine,4450,Fluconazole,10001076,Acute sinusitis,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10009137,Chronic sinusitis,4,690,2,6938,20.0,0.86511,0.00576369
8745,Promethazine,4450,Fluconazole,10023874,Laryngitis,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10028810,Nasopharyngitis,6,688,48,6892,1.25,0.431179,0.00864553
8745,Promethazine,4450,Fluconazole,10039083,Rhinitis,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10040753,Sinusitis,18,676,30,6910,6.0,0.295472,0.0259366
8745,Promethazine,4450,Fluconazole,10046306,Upper respiratory tract infection,13,681,16,6924,8.125,0.371266,0.018732
8745,Promethazine,4450,Fluconazole,10011781,Cystitis,8,686,9,6931,8.88889,0.484279,0.0115274
8745,Promethazine,4450,Fluconazole,10023424,Kidney infection,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10037596,Pyelonephritis,5,689,3,6937,16.6667,0.729211,0.00720461
8745,Promethazine,4450,Fluconazole,10037597,Pyelonephritis acute,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10046571,Urinary tract infection,36,658,55,6885,6.54545,0.210653,0.0518732
8745,Promethazine,4450,Fluconazole,10044755,Tuberculosis,2,692,4,6936,5.0,0.86511,0.00288184
8745,Promethazine,4450,Fluconazole,10060931,Adenovirus infection,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10011831,Cytomegalovirus infection,2,692,3,6937,6.66667,0.912002,0.00288184
8745,Promethazine,4450,Fluconazole,10058854,Cytomegalovirus viraemia,2,692,2,6938,10.0,0.999207,0.00288184
8745,Promethazine,4450,Fluconazole,10018150,Genital herpes,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10019948,Herpes simplex,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10019974,Herpes zoster,10,684,25,6915,4.0,0.372042,0.0144092
8745,Promethazine,4450,Fluconazole,10022000,Influenza,7,687,25,6915,2.8,0.425761,0.0100865
8745,Promethazine,4450,Fluconazole,10036807,Progressive multifocal leukoencephalopathy,7,687,2,6938,35.0,0.800795,0.0100865
8745,Promethazine,4450,Fluconazole,10035737,Pneumonia viral,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10047461,Viral infection,5,689,8,6932,6.25,0.568696,0.00720461
8745,Promethazine,4450,Fluconazole,10047482,Viral upper respiratory tract infection,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10010214,Compression fracture,4,690,2,6938,20.0,0.86511,0.00576369
8745,Promethazine,4450,Fluconazole,10017076,Fracture,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10023204,Joint dislocation,4,690,2,6938,20.0,0.86511,0.00576369
8745,Promethazine,4450,Fluconazole,10028200,Multiple fractures,4,690,6,6934,6.66667,0.644268,0.00576369
8745,Promethazine,4450,Fluconazole,10034156,Pathological fracture,7,687,3,6937,23.3333,0.688916,0.0100865
8745,Promethazine,4450,Fluconazole,10042212,Stress fracture,1,693,6,6934,1.66667,1.07939,0.00144092
8745,Promethazine,4450,Fluconazole,10060820,Joint injury,6,688,10,6930,6.0,0.514861,0.00864553
8745,Promethazine,4450,Fluconazole,10023229,Joint sprain,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10061225,Limb injury,2,692,4,6936,5.0,0.86511,0.00288184
8745,Promethazine,4450,Fluconazole,10039227,Rotator cuff syndrome,8,686,4,6936,20.0,0.611077,0.0115274
8745,Promethazine,4450,Fluconazole,10002544,Ankle fracture,5,689,4,6936,12.5,0.669638,0.00720461
8745,Promethazine,4450,Fluconazole,10016454,Femur fracture,3,691,24,6916,1.25,0.611077,0.00432277
8745,Promethazine,4450,Fluconazole,10016667,Fibula fracture,2,692,2,6938,10.0,0.999207,0.00288184
8745,Promethazine,4450,Fluconazole,10016970,Foot fracture,10,684,10,6930,10.0,0.445438,0.0144092
8745,Promethazine,4450,Fluconazole,10020100,Hip fracture,3,691,12,6928,2.5,0.644268,0.00432277
8745,Promethazine,4450,Fluconazole,10061599,Lower limb fracture,2,692,4,6936,5.0,0.86511,0.00288184
8745,Promethazine,4450,Fluconazole,10016042,Facial bones fracture,1,693,3,6937,3.33333,1.15401,0.00144092
